,iob_tagged_data,intent,sentence,hindi,Tagged_Sentences
54,what:O is:O the:O latest:B-flight_mod flight:O leaving:O boston:B-fromloc.city_name to:O denver:B-toloc.city_name,atis_flight,what is the latest flight leaving boston to denver,बोस्टन से डेनवर के लिए प्रस्थान करने वाली नवीनतम उड़ान कौन सी है?,बोस्टन:B-fromloc.city_name से:O डेनवर:B-toloc.city_name के:O लिए:O प्रस्थान:O करने:O वाली:O नवीनतम:B-flight_mod उड़ान:O कौन:O सी:B-fare_basis_code है?:O
55,okay:O i:O would:O like:O to:O know:O the:O type:O of:O aircraft:O used:O on:O a:O flight:O from:O cleveland:B-fromloc.city_name to:O dallas:B-toloc.city_name please:O,atis_aircraft,okay i would like to know the type of aircraft used on a flight from cleveland to dallas please,"ठीक है, कृपया मैं जानना चाहूंगा कि क्लीवलैंड से डलास की उड़ान में किस प्रकार के विमान का उपयोग किया जाता है","ठीक:O है,:O कृपया:O मैं:O जानना:O चाहूंगा:O कि:O क्लीवलैंड:B-toloc.city_name से:O डलास:B-stoploc.city_name की:O उड़ान:O में:O किस:O प्रकार:O के:O विमान:O का:O उपयोग:O किया:O जाता:O है:O"
56,please:O show:O me:O the:O flights:O from:O las:B-fromloc.city_name vegas:I-fromloc.city_name to:O detroit:B-toloc.city_name on:O the:O twenty:B-depart_date.day_number eighth:I-depart_date.day_number,atis_flight,please show me the flights from las vegas to detroit on the twenty eighth,कृपया मुझे अट्ठाईसवीं को लास वेगास से डेट्रॉइट तक की उड़ानें दिखाएं,कृपया:O मुझे:O अट्ठाईसवीं:O को:O लास:B-toloc.city_name वेगास:I-toloc.city_name से:O डेट्रॉइट:O तक:O की:O उड़ानें:O दिखाएं:O
57,what:O airlines:O fly:O from:O st.:B-fromloc.city_name petersburg:I-fromloc.city_name to:O milwaukee:B-toloc.city_name and:O from:O milwaukee:B-fromloc.city_name to:O tacoma:B-toloc.city_name,atis_airline,what airlines fly from st. petersburg to milwaukee and from milwaukee to tacoma,सेंट से कौन सी एयरलाइंस उड़ान भरती हैं? ,सेंट:O से:O कौन:O सी:B-fare_basis_code एयरलाइंस:I-airline_name उड़ान:O भरती:O हैं?:O
58,i'd:O like:O to:O take:O a:O flight:O that:O begins:O in:O boston:B-fromloc.city_name and:O lands:O at:O dallas:B-toloc.city_name fort:I-toloc.city_name worth:I-toloc.city_name but:O i'd:O like:O to:O stop:O over:O in:O philadelphia:B-stoploc.city_name,atis_flight,i'd like to take a flight that begins in boston and lands at dallas fort worth but i'd like to stop over in philadelphia,मैं ऐसी उड़ान लेना चाहूंगा जो बोस्टन से शुरू हो और डलास फोर्ट वर्थ पर उतरे लेकिन मैं फिलाडेल्फिया में रुकना चाहूंगा,मैं:O ऐसी:O उड़ान:O लेना:O चाहूंगा:O जो:O बोस्टन:B-fromloc.city_name से:O शुरू:O हो:O और:O डलास:B-stoploc.city_name फोर्ट:O वर्थ:O पर:O उतरे:O लेकिन:O मैं:O फिलाडेल्फिया:O में:O रुकना:O चाहूंगा:O
59,give:O me:O the:O earliest:B-flight_mod flight:O tomorrow:B-depart_date.today_relative on:O united:B-airline_name airlines:I-airline_name from:O st.:B-fromloc.city_name petersburg:I-fromloc.city_name to:O milwaukee:B-toloc.city_name,atis_flight,give me the earliest flight tomorrow on united airlines from st. petersburg to milwaukee,मुझे सेंट से यूनाइटेड एयरलाइंस पर कल की जल्द से जल्द उड़ान दीजिए। ,मुझे:O सेंट:O से:O यूनाइटेड:B-airline_name एयरलाइंस:I-airline_name पर:O कल:B-depart_date.today_relative की:O जल्द:O से:O जल्द:O उड़ान:O दीजिए।:O
60,american:B-airline_name airlines:I-airline_name from:O denver:B-fromloc.city_name to:O milwaukee:B-toloc.city_name,atis_flight,american airlines from denver to milwaukee,डेनवर से मिल्वौकी तक अमेरिकी एयरलाइंस,डेनवर:B-toloc.city_name से:O मिल्वौकी:O तक:O अमेरिकी:B-airline_name एयरलाइंस:I-airline_name
61,what:O flight:O is:O available:O at:O noontime:B-depart_time.time from:O boston:B-fromloc.city_name to:O washington:B-toloc.city_name what:O flight:O is:O available:O around:B-depart_time.time_relative noontime:B-depart_time.time from:O boston:B-fromloc.city_name to:O washington:B-toloc.city_name,atis_flight,what flight is available at noontime from boston to washington what flight is available around noontime from boston to washington,दोपहर के समय बोस्टन से वाशिंगटन के लिए कौन सी उड़ान उपलब्ध है बोस्टन से वाशिंगटन के लिए दोपहर के समय कौन सी उड़ान उपलब्ध है,दोपहर:B-depart_time.period_of_day के:O समय:O बोस्टन:B-fromloc.city_name से:O वाशिंगटन:B-toloc.city_name के:O लिए:O कौन:O सी:B-fare_basis_code उड़ान:O उपलब्ध:O है:O बोस्टन:B-fromloc.city_name से:O वाशिंगटन:B-toloc.city_name के:O लिए:O दोपहर:B-depart_time.period_of_day के:O समय:O कौन:O सी:B-fare_basis_code उड़ान:O उपलब्ध:O है:O
62,i:O need:O a:O return:O flight:O from:O philadelphia:B-fromloc.city_name to:O boston:B-toloc.city_name,atis_flight,i need a return flight from philadelphia to boston,मुझे फिलाडेल्फिया से बोस्टन के लिए वापसी की उड़ान चाहिए,मुझे:O फिलाडेल्फिया:O से:O बोस्टन:B-fromloc.city_name के:O लिए:O वापसी:O की:O उड़ान:O चाहिए:O
63,northwest:B-airline_name flights:O with:O stops:O in:O denver:B-stoploc.city_name,atis_flight,northwest flights with stops in denver,डेनवर में रुकने वाली उत्तर पश्चिमी उड़ानें,डेनवर:B-toloc.city_name में:O रुकने:O वाली:O उत्तर:B-fromloc.state_name पश्चिमी:O उड़ानें:O
64,what:O is:O the:O first:B-class_type class:I-class_type fare:O from:O baltimore:B-fromloc.city_name to:O dallas:B-toloc.city_name,atis_airfare,what is the first class fare from baltimore to dallas,बाल्टीमोर से डलास तक प्रथम श्रेणी का किराया क्या है?,बाल्टीमोर:B-fromloc.city_name से:O डलास:B-stoploc.city_name तक:O प्रथम:O श्रेणी:O का:O किराया:I-transport_type क्या:O है?:O
65,could:O you:O please:O tell:O me:O the:O airlines:O that:O fly:O from:O toronto:B-fromloc.city_name to:O san:B-toloc.city_name diego:I-toloc.city_name,atis_airline,could you please tell me the airlines that fly from toronto to san diego,क्या आप कृपया मुझे बता सकते हैं कि टोरंटो से सैन डिएगो तक कौन सी एयरलाइनें उड़ान भरती हैं,क्या:O आप:O कृपया:O मुझे:O बता:O सकते:O हैं:O कि:O टोरंटो:B-fromloc.city_name से:O सैन:B-toloc.city_name डिएगो:I-toloc.city_name तक:O कौन:O सी:B-fare_basis_code एयरलाइनें:O उड़ान:O भरती:O हैं:O
